name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
vijayawada,2025-02-21,95.1,69.8,81.2,99,69.8,83.3,70,71.3,0,0,0,,0,0,16.8,6.9,152.3,1013.7,20.9,7,245.8,21.3,9,10,2025-02-21T06:30:14,2025-02-21T18:12:15,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-22,94.6,71.9,81.8,97.6,71.9,84.3,70.4,70.8,0,0,0,,0,0,16.1,6.3,170.8,1013.7,27,6.6,240.2,20.8,9,10,2025-02-22T06:29:40,2025-02-22T18:12:34,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-23,98.1,73.4,83.5,99.8,73.4,85.8,70,67.5,0,0,0,,0,0,16.1,6.3,149.3,1013.7,18.9,6.3,262.1,22.6,9,10,2025-02-23T06:29:05,2025-02-23T18:12:52,0.85,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-24,92.6,73.4,82.3,97,73.4,85.2,71.4,72.2,0,0,0,,0,0,22.1,11.4,99.1,1014.7,29.5,5.9,239.6,20.8,9,10,2025-02-24T06:28:29,2025-02-24T18:13:10,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-25,91.6,74.4,81.5,97,74.4,83.7,71.2,73.1,0,0,0,,0,0,19,9.2,94.8,1015.6,32.5,4.8,250.9,21.7,9,10,2025-02-25T06:27:53,2025-02-25T18:13:28,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-26,92.4,73.4,81.8,95,73.4,83.3,68.8,67.8,0,0,0,,0,0,20.1,11.4,89.4,1015.8,21.5,6.3,231.7,19.9,9,10,2025-02-26T06:27:16,2025-02-26T18:13:45,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-27,91.7,73.4,82.1,95.7,73.4,83.8,68.9,66.3,0,0,0,,0,0,21,9.2,92.7,1014.2,17,6,240.5,20.6,8,10,2025-02-27T06:26:39,2025-02-27T18:14:02,0.98,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-02-28,91.6,74,82,93.5,74,83.2,68.6,66.6,0,0,0,,0,0,20.4,11.4,96.1,1013.2,36.6,6.2,268.3,23.2,9,10,2025-02-28T06:26:00,2025-02-28T18:14:18,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-01,93.2,71.6,81.7,97.7,71.6,84,70,70.4,0,0,0,,0,0,15.4,9.2,140.4,1012.2,44.7,5.5,256,22.2,9,10,2025-03-01T06:25:21,2025-03-01T18:14:33,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-02,95,73.4,83,98.5,73.4,85.7,70.9,70.2,0,0,0,,0,0,13.2,6.9,178,1010.1,27.7,5.5,267.7,23.1,9,10,2025-03-02T06:24:42,2025-03-02T18:14:49,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-03,96.6,73.7,84.2,103.2,73.7,88.5,72.6,70.9,0,0,0,,0,0,16.1,6.9,195.7,1009.7,15.4,6.4,253.8,21.9,9,10,2025-03-03T06:24:02,2025-03-03T18:15:04,0.11,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-04,100.5,75.2,86.1,101.5,75.2,89.3,70,64.1,0,0,0,,0,0,17,9.2,193.3,1009.3,32.9,5.6,265.1,22.8,9,10,2025-03-04T06:23:21,2025-03-04T18:15:18,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-05,98.6,77,85.9,104.2,77,90.5,72.2,67.7,0,0,0,,0,0,16.6,9.2,188.2,1009.4,44,6,271.1,23.6,9,10,2025-03-05T06:22:40,2025-03-05T18:15:33,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-06,98.7,70.2,85.3,93.5,70.2,83.4,47.9,35.1,0,0,0,,0,0,23.9,11.4,334.4,1010.3,25.4,6.2,298.9,25.8,10,10,2025-03-06T06:21:59,2025-03-06T18:15:46,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-07,93.6,74,82.8,97.4,74,85.1,70.3,69.1,0,0,0,,0,0,16.3,9.2,130.8,1009.4,24.1,5.6,277.1,24,10,10,2025-03-07T06:21:16,2025-03-07T18:16:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-08,93.2,75.2,83.1,100.9,75.2,86.9,72.6,72.4,0,0,0,,0,0,20.1,9.2,167.2,1008.3,21.1,5.7,278.2,24.1,10,10,2025-03-08T06:20:34,2025-03-08T18:16:13,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-09,91.4,73.4,82.1,97,73.4,84.8,71.1,71.7,0,0,0,,0,0,22.4,11.4,119.9,1010.2,23.3,5.5,267,23.1,9,10,2025-03-09T06:19:51,2025-03-09T18:16:26,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-10,91.4,74.7,82.2,97,74.7,84.5,70.6,69.6,0,0,0,,0,0,22.6,11.4,94,1013.2,22.2,5.2,262.5,22.8,9,10,2025-03-10T06:19:08,2025-03-10T18:16:38,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-11,95,74,82.9,97.6,74,84.9,69.1,67.2,0,0,0,,0,0,21.5,9.2,97.2,1012.8,21.8,5.1,275.3,23.7,10,10,2025-03-11T06:18:24,2025-03-11T18:16:51,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,43181099999,remote"
vijayawada,2025-03-12,96.8,74.8,83.7,100.6,74.8,86.1,70.4,67.9,0,0,0,,0,0,17.7,9.2,186.4,1010.7,23.6,6.2,281,24.2,10,10,2025-03-12T06:17:40,2025-03-12T18:17:03,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-13,98.2,77,85.1,104.2,77,89.5,73.3,71.1,0,0,0,,0,0,19.7,9.2,195.6,1009.2,26.3,6.6,271.5,23.6,10,10,2025-03-13T06:16:56,2025-03-13T18:17:14,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-14,100.8,77.3,86.1,108.8,77.3,92.4,74.7,71.7,0,0,0,,0,0,19.5,10.3,181,1009.5,27,7.1,276.4,24,10,10,2025-03-14T06:16:11,2025-03-14T18:17:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-15,99.4,75.7,85,105.8,75.7,89.1,72.3,69.5,0,0,0,,0,0,17.4,9.2,182.6,1010.8,26.2,6.7,276.2,23.8,10,10,2025-03-15T06:15:26,2025-03-15T18:17:37,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-16,96.5,74.4,84,102,74.4,87.2,71.4,69.4,0,0,0,,0,0,17.2,9.2,191.5,1010.6,12.7,5.9,281.9,24.2,10,10,2025-03-16T06:14:41,2025-03-16T18:17:48,0.57,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-17,100.5,75.2,84.7,107.7,75.2,88.5,72.9,71.8,0,0,0,,0,0,17.9,11.4,185.9,1010,21.1,6.3,285.5,24.5,10,10,2025-03-17T06:13:56,2025-03-17T18:17:59,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43182099999,43220099999,remote,43181099999"
vijayawada,2025-03-18,96.8,75.2,84.6,105.4,75.2,89.4,73.5,72.2,0,0,0,,0,0,18.8,8.1,189.6,1010.1,32.5,5.5,280.6,24.3,10,10,2025-03-18T06:13:10,2025-03-18T18:18:10,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-19,96.8,76.7,84.9,103.6,76.7,88.8,72.8,70.5,0,0,0,,0,0,23.3,11.4,154.8,1012.3,37.3,5.1,276.3,23.8,10,10,2025-03-19T06:12:25,2025-03-19T18:18:21,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-20,97.9,76.4,85.3,102,76.4,89.2,72.3,68.4,0,0,0,,0,0,22.4,11.4,152.5,1013.5,35.5,5.4,280,24,10,10,2025-03-20T06:11:39,2025-03-20T18:18:31,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-21,98.6,74.9,86,105.1,74.9,90.3,72.1,66.8,0,0,0,,0,0,23,11.4,168.1,1013.4,27.5,6.1,268.5,23.1,9,10,2025-03-21T06:10:53,2025-03-21T18:18:41,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-22,95,76.7,84.6,103.1,76.7,89.6,73.6,71.5,0,0,0,,0,0,23.3,12.8,142.2,1012.7,33.1,5.8,231.1,19.9,9,30,2025-03-22T06:10:07,2025-03-22T18:18:52,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-23,95,79.1,84.9,99.2,79.1,90.6,73.5,70.9,0.069,100,4.17,rain,0,0,19.9,9.2,131.4,1012.6,38.4,5,240.1,20.7,9,30,2025-03-23T06:09:21,2025-03-23T18:19:02,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-24,95,77,85.1,101.4,77,90.3,73.4,70.1,0,0,0,,0,0,20.1,10.3,133.5,1012.1,35.9,5.6,251.8,21.6,9,10,2025-03-24T06:08:35,2025-03-24T18:19:12,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-25,95.6,75.2,84.9,103.2,75.2,90,73.2,70.3,0,0,0,,0,0,18.8,10.6,162.3,1009.1,34.5,6.2,262,22.7,9,10,2025-03-25T06:07:48,2025-03-25T18:19:22,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-26,98.2,77,85.8,103.6,77,90.7,72.4,67.2,0,0,0,,0,0,17.9,10.3,168.8,1007.7,18.6,6.3,255.2,22.1,9,10,2025-03-26T06:07:02,2025-03-26T18:19:32,0.89,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-27,96.8,75.2,86,105.1,75.2,91.6,72.8,67.6,0,0,0,,0,0,15.9,7.2,201,1006.5,28.2,5.1,281.4,24.2,10,10,2025-03-27T06:06:16,2025-03-27T18:19:42,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-28,100.4,78.5,87.5,111.7,78.5,94.5,74.2,67.5,0,0,0,,0,0,15.9,7.8,190.8,1005.8,31.7,5.3,287.8,24.9,10,10,2025-03-28T06:05:30,2025-03-28T18:19:51,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-29,101.6,79.6,88.7,111.4,79.6,96.7,74,65.1,0,0,0,,0,0,16.3,8.1,186,1005.9,13.7,5.5,279,24,10,10,2025-03-29T06:04:44,2025-03-29T18:20:01,0,Clear,Clear conditions throughout the day.,clear-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-30,96.5,78.8,86.2,107.5,78.8,93.2,74.1,69.1,0,0,0,,0,0,18.6,10.3,177.4,1007.8,28.1,6,263.2,22.8,9,10,2025-03-30T06:03:58,2025-03-30T18:20:11,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-03-31,96.8,78.7,85.7,103.6,78.7,91.1,73,68.1,0,0,0,,0,0,18.6,10.3,156,1008.6,40.4,5.1,277.2,24,10,10,2025-03-31T06:03:12,2025-03-31T18:20:21,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-01,96.8,77,86.4,102.1,77,91.1,71.8,64.6,0,0,0,,0,0,19.9,16.1,147.4,1008.6,30,6.1,289.1,24.9,10,10,2025-04-01T06:02:27,2025-04-01T18:20:31,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-02,96.8,77,86.3,103.6,77,91.4,72.5,66.2,0,0,0,rain,0,0,17.7,11.4,149.4,1009.3,29.7,6.2,249.1,21.5,9,30,2025-04-02T06:01:41,2025-04-02T18:20:41,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-03,95,79.4,84.9,104.3,79.4,91.8,74.3,72.1,0.589,100,4.17,rain,0,0,19.5,11.4,132.7,1010.7,50.3,5.7,250.8,21.6,9,30,2025-04-03T06:00:56,2025-04-03T18:20:51,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-04,95,75.2,84.7,107.7,75.2,90.6,72.9,69.7,0.033,100,4.17,rain,0,0,17,6.9,353.3,1011,65.6,5.3,216.1,18.6,7,30,2025-04-04T06:00:11,2025-04-04T18:21:02,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-05,95,78.8,84.5,106.2,78.8,91.4,74.6,73.4,0.01,100,4.17,rain,0,0,19.9,9.2,164.4,1009.6,49.1,5.7,255.8,22,9,30,2025-04-05T05:59:27,2025-04-05T18:21:12,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-06,97.2,77,87,106.7,77,94.4,74.4,68.7,0,0,0,,0,0,14.8,7.4,176.4,1008.1,42.8,5.6,271,23.5,9,30,2025-04-06T05:58:42,2025-04-06T18:21:22,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-07,98.6,80.6,88,108.3,86.2,97.1,74.8,67.2,0,0,0,,0,0,23,11.4,143.4,1008.7,44.6,5.9,276.5,23.8,10,30,2025-04-07T05:57:58,2025-04-07T18:21:33,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-08,96.9,75.7,87,103.8,75.7,93.7,73.4,66.6,0.173,100,4.17,rain,0,0,21.7,11.4,101.8,1010.3,39.1,6.3,267,22.9,10,60,2025-04-08T05:57:14,2025-04-08T18:21:43,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-09,95,77,86.6,103.1,77,92.9,73,65.5,0,0,0,,0,0,21.5,11.4,97,1008.7,30.9,5.9,282.6,24.4,10,30,2025-04-09T05:56:30,2025-04-09T18:21:54,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-10,98.6,77.4,87.8,109.8,77.4,95.5,73.9,65.3,0,0,0,,0,0,19.5,11.4,154,1005.8,43.9,6.3,271.7,23.3,9,60,2025-04-10T05:55:47,2025-04-10T18:22:05,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-11,100.4,77.8,88,107,77.8,94.8,72.8,63.3,0.002,100,4.17,rain,0,0,20.6,9.2,182.3,1005,32.2,6.4,282.1,24.4,9,75,2025-04-11T05:55:04,2025-04-11T18:22:16,0.44,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-12,104,80.6,91.1,113.2,87.1,101.8,74.9,64.1,0,0,0,rain,0,0,16.6,11.4,175.9,1005.5,22.9,5.9,274,23.6,9,60,2025-04-12T05:54:22,2025-04-12T18:22:28,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-13,99.2,77,88.3,109.8,77,96.3,73,62.1,0.004,100,4.17,rain,0,0,28.9,16.5,113.1,1007.9,47.4,5.8,277.6,23.9,9,75,2025-04-13T05:53:40,2025-04-13T18:22:39,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-14,96.8,73.4,86.3,105.1,73.4,92,71.3,62.8,0,0,0,,0,0,17,11.4,125.5,1007.7,24.1,5.4,277.3,23.9,10,30,2025-04-14T05:52:59,2025-04-14T18:22:51,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-15,96.8,80,87.1,107.2,80,96.1,75.5,70.2,0.035,100,4.17,rain,0,0,18.6,11.4,150,1007.9,33.2,5.4,247.6,21.2,9,60,2025-04-15T05:52:17,2025-04-15T18:23:03,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-16,96.8,78.7,86.3,102.8,78.7,92.3,72,63.9,0.002,100,4.17,rain,0,0,21.3,13.9,155.6,1008.1,40.5,5.4,247.2,21.2,9,30,2025-04-16T05:51:37,2025-04-16T18:23:15,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-17,96.8,80.5,87.7,107.7,86.7,97.7,75.9,69.8,0,0,0,,0,0,18.8,11.4,172.4,1007.2,38.3,5.9,219.6,19,9,30,2025-04-17T05:50:57,2025-04-17T18:23:28,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-18,99.8,81,89,113.6,88.2,100.6,76.7,69.2,0,0,0,,0,0,20.6,11.4,170.7,1006.4,39.6,5.4,222.5,19.1,9,75,2025-04-18T05:50:17,2025-04-18T18:23:40,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-19,100.4,82.3,89.3,114.5,92.3,102.5,78,71.6,0,0,0,,0,0,22.4,11.4,153,1005.9,35.2,5.4,247.9,21.6,8,75,2025-04-19T05:49:38,2025-04-19T18:23:53,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-20,100.1,82.4,90.1,115.9,92.4,103.2,77.4,68.3,0,0,0,,0,0,17.7,11.4,163,1006.4,39.1,5.9,259,22.3,9,75,2025-04-20T05:49:00,2025-04-20T18:24:06,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-21,100.4,82.4,90.7,112.1,92.4,102.2,76,64.9,0,0,0,,0,0,16.3,9.2,188.9,1008.2,40.4,5.9,268.6,23.3,9,75,2025-04-21T05:48:22,2025-04-21T18:24:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-22,102.2,80.6,90.4,116.9,88.1,102.3,76.7,66.8,0,0,0,,0,0,17.9,9.2,177.9,1009,33,5.8,284.8,24.6,10,15,2025-04-22T05:47:45,2025-04-22T18:24:33,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-23,100.4,80.4,89.8,112.2,86.7,100.3,75.8,66.2,0,0,0,,0,0,20.6,10.3,183.6,1007.3,20.1,5.4,293.2,25.4,10,15,2025-04-23T05:47:08,2025-04-23T18:24:47,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-24,102.3,81.4,90.3,109.8,88.7,100.8,75.4,64.5,0,0,0,,0,0,20.4,11.4,175.9,1006.6,23.7,5.8,287.1,24.7,10,30,2025-04-24T05:46:32,2025-04-24T18:25:01,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-25,100.7,80.6,89.7,111,87.1,100.7,76.2,67.4,0,0,0,,0,0,20.8,13.9,176,1006.9,34.5,5.5,282.7,24.3,10,75,2025-04-25T05:45:57,2025-04-25T18:25:16,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-26,98.6,80.7,89.5,109.8,87.5,100.6,76.1,67.1,0,0,0,,0,0,20.1,11.4,173,1007.1,36.6,5.8,264.2,23.1,9,75,2025-04-26T05:45:22,2025-04-26T18:25:31,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-27,97.8,80.8,89.2,107.4,88.3,99.6,75.6,66.5,0,0,0,,0,0,21,13.9,127.7,1008.6,46.6,5.9,257.1,22.5,9,75,2025-04-27T05:44:49,2025-04-27T18:25:46,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-28,98.6,81.3,89,107.9,88.7,98.6,75.1,65.8,0,0,0,rain,0,0,17.7,13.9,168.8,1007.2,41.8,5.9,270.1,23.4,9,60,2025-04-28T05:44:15,2025-04-28T18:26:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-29,100.7,81.8,89.7,112.3,89.4,99,74.6,63.7,0,0,0,,0,0,19,11.4,162.6,1006.4,32,5.4,277.9,24.1,10,60,2025-04-29T05:43:43,2025-04-29T18:26:17,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-04-30,97.6,80.6,88.8,107.4,85.4,98.5,75,65.7,0,0,0,,0,0,23.3,12.8,147.4,1006.7,53.2,5.9,269.8,23.2,9,75,2025-04-30T05:43:11,2025-04-30T18:26:33,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-01,98.6,78.8,88.3,112.4,78.8,99,76.2,69,0,0,0,rain,0,0,22.6,13.9,123.8,1007.5,43.1,5.9,269.9,23.4,9,75,2025-05-01T05:42:40,2025-05-01T18:26:49,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-02,101.2,81.8,89,110.5,90.3,101.3,77.2,70.2,0.014,100,4.17,rain,0,0,17.9,11.4,147.2,1007.6,54.3,5.8,256.8,22.2,8,75,2025-05-02T05:42:10,2025-05-02T18:27:05,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-03,99.4,84.2,90.5,113.2,96.1,103.4,77.1,66.7,0,0,0,rain,0,0,23,13.9,161.1,1006.3,38.8,5.9,267.7,23.1,9,100,2025-05-03T05:41:41,2025-05-03T18:27:22,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-04,86,73.4,81.1,99.2,73.4,85.9,73.3,77.8,0.884,100,8.33,rain,0,0,21.9,19.1,77.5,1006.8,61.6,5.1,240.7,20.9,9,100,2025-05-04T05:41:12,2025-05-04T18:27:39,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-05,95.1,76,85.4,110.2,76,92.4,74.5,71.6,0,0,0,,0,0,19.5,11.4,124.5,1006,38,5.4,264.4,22.9,9,60,2025-05-05T05:40:45,2025-05-05T18:27:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-06,98.2,78.8,87.7,109.7,78.8,96.9,75.2,68.4,0.014,100,4.17,rain,0,0,16.1,20.8,142.9,1006.4,42.1,5.9,277.1,24,10,75,2025-05-06T05:40:18,2025-05-06T18:28:14,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
